第一申请人,申请人省市代码,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,main_chain_position,main_quantum_category,firm_relevance
中国科学院大连化学物理研究所,辽宁; 21,2019,2020,3,15,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,3,0,0,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
中国科学院宁波材料技术与工程研究所,浙江; 33,2021,2021,1,3,3.0,量子计算,量子计算系统,量子线路,0,0,1,0,量子计算系统,量子计算,候选/待复核企业
中国科学院微小卫星创新研究院,上海; 31,2020,2022,8,28,3.5,量子传感；量子通信与安全,量子计量/时间频率/PNT候选；量子通信与安全,entanglement；原子钟；量子通信；频率基准,0,1,0,7,量子计量/时间频率/PNT候选,量子传感,核心量子企业
中国科学院微电子研究所,北京; 11,2020,2021,5,24,4.8,量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统,laser；lasers；囚禁离子；离子阱；量子芯片；量子计算,0,4,1,0,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
中国科学院武汉岩土力学研究所,湖北; 42,2019,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国科学院武汉物理与数学研究所,湖北; 42,2019,2020,5,21,4.2,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；光调制器；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子频标；激光器,0,2,0,3,量子计量/时间频率/PNT候选,量子传感,核心量子企业
中国科学院物理研究所,北京; 11,2019,2021,5,53,10.6,量子传感；量子计算；量子计算硬件,量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统,qubit；原子钟；拓扑量子比特；自旋量子比特；超导量子电路；量子比特；量子电路；量子精密测量；量子计算,3,2,0,0,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
中国科学院理化技术研究所,北京; 11,2020,2020,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
中国科学院理论物理研究所,北京; 11,2022,2022,2,17,8.5,量子传感；量子计算,其他量子相关/待复核；量子计算系统,qubit；qubits；量子态；量子技术；量子比特；量子线路,1,1,0,0,其他量子相关/待复核,量子传感,较高相关企业
中国科学院空天信息创新研究院,北京; 11,2022,2023,2,10,5.0,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选,原子钟；量子态；量子线路,0,1,0,1,量子计量/时间频率/PNT候选,量子传感,较高相关企业
中国科学院空间应用工程与技术中心,北京; 11,2021,2021,1,4,4.0,量子基础概念,其他量子相关/待复核,量子相干,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
中国科学院精密测量科学与技术创新研究院,湖北; 42,2020,2023,26,144,5.538461538461538,量子传感；量子计算硬件,上游材料与核心部件；量子传感器/精密测量；量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,laser；lasers；中性原子量子；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子钟；原子钟守时；原子频标；囚禁离子；时间频率传递；激光器；磁光阱；离子阱；量子传感；量子传感器；量子信息；量子态；量子比特；量子计算；铷原子钟；频率基准；频率标准；频率驾驭,4,12,0,10,量子传感器/精密测量,量子传感,核心量子企业
中国科学院自动化研究所,北京; 11,2019,2019,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
中国科学院苏州纳米技术与纳米仿生研究所,江苏; 32,2019,2021,3,40,13.333333333333334,量子计算硬件,量子计算硬件/量子芯片,qubit；超导量子比特；超导量子芯片；量子比特；量子芯片；量子计算；量子计算机,3,0,0,0,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
中国科学院西安光学精密机械研究所,陕西; 61,2020,2021,3,14,4.666666666666667,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,MOT；laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子钟；氢原子钟；磁光阱,0,2,0,1,量子传感器/精密测量,量子传感,较高相关企业
中国科学院计算技术研究所,北京; 11,2021,2021,2,10,5.0,量子计算,量子计算系统,量子电路；量子芯片,0,2,0,0,量子计算系统,量子计算,较高相关企业
中国科学院软件研究所,北京; 11,2020,2020,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
中国科学院重庆绿色智能技术研究院,重庆; 85,2019,2021,4,26,6.5,量子计算；量子通信与安全,量子软件/算法/模拟；量子通信与安全,抗量子攻击；量子算法,2,0,2,0,量子通信与安全,量子通信与安全,核心量子企业
中国移动通信有限公司研究院,北京; 11,2019,2021,7,75,10.714285714285714,量子通信与安全,量子通信与安全,抗量子攻击；量子保密通信；量子密钥；量子密钥分发；量子网络；量子通信,6,1,0,0,量子通信与安全,量子通信与安全,核心量子企业
中国移动通信集团广东有限公司,广东; 44,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国空气动力研究与发展中心低速空气动力研究所,四川; 51,2020,2020,1,5,5.0,量子传感,量子传感器/精密测量,磁光阱,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
中国空气动力研究与发展中心超高速空气动力研究所,四川; 51,2022,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
中国联合网络通信集团有限公司,北京; 11,2019,2022,9,61,6.777777777777778,量子计算；量子通信与安全,量子计算系统；量子通信与安全,laser；lasers；单光子探测器；激光器；量子密钥；量子密钥分发；量子态；量子计算；量子通信,1,8,0,0,量子通信与安全,量子通信与安全,核心量子企业
中国航天科工集团第二研究院,北京; 11,2020,2021,2,8,4.0,量子基础概念,其他量子相关/待复核,叠加态；量子态,0,0,2,0,其他量子相关/待复核,量子基础概念,候选/待复核企业
中国航天系统科学与工程研究院,北京; 11,2020,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,时间频率比对,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国航空工业集团公司北京长城计量测试技术研究所,北京; 11,2020,2021,6,26,4.333333333333333,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；原子钟；原子频标；激光器；频率基准,0,3,0,3,量子传感器/精密测量,量子传感,核心量子企业
中国航空工业集团公司成都飞机设计研究所,四川; 51,2020,2020,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国船舶重工集团公司七五0试验场,云南; 53,2019,2019,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国船舶重工集团公司第七0七研究所,天津; 12,2020,2022,18,92,5.111111111111111,量子传感；量子基础概念,上游材料与核心部件；量子传感器/精密测量；量子计量/时间频率/PNT候选,laser；冷原子干涉；冷原子干涉仪；单光子探测器；原子干涉；原子干涉仪；原子钟；时间频率传递；激光器；磁光阱；超高真空；量子态；铷原子钟；频率基准,2,9,0,7,量子传感器/精密测量,量子传感,核心量子企业
中国船舶重工集团公司第七0四研究所,上海; 31,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国船舶重工集团公司第七一七研究所,湖北; 42,2019,2019,1,6,6.0,量子传感,量子传感器/精密测量,laser；冷原子干涉；冷原子干涉仪；原子干涉；原子干涉仪；磁光阱,0,1,0,0,量子传感器/精密测量,量子传感,候选/待复核企业
中国船舶重工集团公司第七二三研究所,江苏; 32,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国船舶集团有限公司第七〇七研究所,天津; 12,2023,2023,2,10,5.0,量子传感；量子基础概念,上游材料与核心部件；量子计量/时间频率/PNT候选,单光子探测器；量子态；频率基准,0,1,0,1,量子计量/时间频率/PNT候选,量子传感,较高相关企业
中国西安卫星测控中心,陕西; 61,2020,2022,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率；氢原子钟；频率基准,0,0,0,2,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
中国计量大学,浙江; 33,2019,2022,7,43,6.142857142857143,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,MOT；entanglement；laser；光调制器；原子干涉；原子干涉仪；原子钟；叠加态；激光器；磁光阱；量子密钥；量子密钥分发；量子态；量子测量；量子纠缠,1,4,1,1,量子传感器/精密测量,量子传感,核心量子企业
中国计量科学研究院,北京; 11,2019,2023,24,110,4.583333333333333,量子传感；量子基础概念；量子计算；量子计算硬件,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选,laser；冷原子钟；原子干涉；原子干涉仪；原子时标；原子钟；时间频率传输；时间频率传递；磁光阱；离子阱；里德堡原子量子；量子态；量子技术；量子测量；量子相干；量子芯片；频率标准,2,9,1,12,量子计量/时间频率/PNT候选,量子传感,核心量子企业
中国长江三峡集团有限公司,北京; 11,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
中天通信技术有限公司,江苏; 32,2021,2021,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥,0,2,0,0,量子通信与安全,量子通信与安全,较高相关企业
中安网脉(北京)技术股份有限公司,北京; 11,2023,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
中山大学,广东; 44,2019,2023,9,62,6.888888888888889,量子传感；量子基础概念；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子计算硬件/量子芯片；量子计量/时间频率/PNT候选；量子通信与安全,单光子探测器；原子钟；后量子密码；囚禁离子；时间频率传递；量子安全通信；量子密钥；量子态；量子相干；量子通信,3,4,1,1,量子通信与安全,量子通信与安全,核心量子企业
中电信量子科技有限公司,安徽; 34,2021,2023,20,166,8.3,量子计算；量子通信与安全,量子软件/算法/模拟；量子通信与安全,QKD；量子密钥；量子密钥分发；量子算法；量子网络；量子计算；量子计算机；量子通信,11,9,0,0,量子通信与安全,量子通信与安全,核心量子企业
中电科新型智慧城市研究院有限公司,广东; 44,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
中科启迪光电子科技(广州)有限公司,广东; 44,2021,2023,4,12,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率,0,0,0,4,量子计量/时间频率/PNT候选,量子传感,较高相关企业
中科问天量子科技(天津)有限公司,天津; 12,2021,2022,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥,0,2,0,0,量子通信与安全,量子通信与安全,较高相关企业
中移(成都)信息通信科技有限公司,四川; 51,2021,2021,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,量子计算系统,量子计算,候选/待复核企业
中移(苏州)软件技术有限公司,江苏; 32,2023,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,量子通信与安全,量子通信与安全,候选/待复核企业
